Secteur,Quartier,Libelle,TF_LOT,Titre,NatureRDC,Types,Types_facades,Facades,Cour,Visa,Types_lots
T23,,Jnane Zenata 2102,,,Residentiel,B,F3,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2103,,,Commercial,I,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2104,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2105,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2106,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2107,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2108,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2109,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2110,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2111,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2112,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2113,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2114,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2115,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2116,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2117,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2118,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2119,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23, -,Jnane Zenata 2120,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2121,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2122,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2123,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2124,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2125,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T23,,Jnane Zenata 2126,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T23,,Jnane Zenata 2127,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2128,,,Commercial,H,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2129,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2130,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2131,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2132,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2133,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2134,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2135,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2136,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2137,,,Commercial,C,F3,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2138,,,Commercial,D,F3,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2139,,,Commercial,J,F3,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2140,,,Commercial,H,F2,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2141,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2142,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2143,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2144,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2145,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2146,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2147,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2148,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2149,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T23,,Jnane Zenata 2150,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T23,,Jnane Zenata 2151,,,Commercial,J,F2,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2152,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T23,,Jnane Zenata 2153,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2154,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2155,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2156,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2157,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2158,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2159,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2160,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2161,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2162,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2163,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2164,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2165,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2166,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2167,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2168,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2169,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2170,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2171,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2172,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2173,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2174,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2175,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2176,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2177,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2178,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2179,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2180,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2181,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2182,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2183,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2184,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2185,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2186,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2187,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2188,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2189,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2190,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2191,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2192,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2193,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2194,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2195,,,Residentiel,F,F4,2 FACADES,SANS,vise,N+
T3,,Jnane Zenata 2196,,,Residentiel,E,F2,2 FACADES,SANS,vise,N+
T3,,Jnane Zenata 2197,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2198,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2199,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2200,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2201,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2202,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2203,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T3,,Jnane Zenata 2204,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T3,,Jnane Zenata 2205,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2206,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2207,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2208,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2209,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2210,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2211,,,Residentiel,F,F2,2 FACADES,SANS,vise,N+
T3,,Jnane Zenata 2212,,,Residentiel,E,F4,2 FACADES,SANS,vise,N+
T3,,Jnane Zenata 2213,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2214,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2215,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,,Jnane Zenata 2216,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,,Jnane Zenata 2217,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-2,Jnane Zenata 2218,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-2,Jnane Zenata 2219,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T3,T3-2,Jnane Zenata 2220,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T3,T3-4,Jnane Zenata 2221,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-3,Jnane Zenata 2222,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-3,Jnane Zenata 2223,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-3,Jnane Zenata 2224,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-3,Jnane Zenata 2225,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-3,Jnane Zenata 2226,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-3,Jnane Zenata 2227,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-4,Jnane Zenata 2228,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-4,Jnane Zenata 2229,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T3,T3-3,Jnane Zenata 2230,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T3,T3-3,Jnane Zenata 2231,115230/26,121/26,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T3,T3-3,Jnane Zenata 2232,115231/26,121/26,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T3,T3-3,Jnane Zenata 2234,115233/26,121/26,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T3,T3-3,Jnane Zenata 2235,115234/26,121/26,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-3,Jnane Zenata 2237,115236/26,121/26,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T3,T3-4,Jnane Zenata 2238,115237/26,121/26,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-1,Jnane Zenata 2239,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-1,Jnane Zenata 2240,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-1,Jnane Zenata 2241,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-1,Jnane Zenata 2242,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-1,Jnane Zenata 2243,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2244,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2245,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2246,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2247,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2248,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,,Jnane Zenata 2251,115240/26,121/26,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,,Jnane Zenata 2254,115243/26,121/26,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2255,115244/26,121/26,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2256,115245/26,121/26,Commercial,H,F4,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2257,115246/26,121/26,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2258,115247/26,121/26,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2259,115248/26,121/26,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2260,115249/26,121/26,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2261,115250/26,121/26,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2262,115251/26,121/26,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2263,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2264,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T10,,Jnane Zenata 2265,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T10,,Jnane Zenata 2266,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2267,,,Commercial,J,F4,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2268,115252/26,121/26,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2269,115253/26,121/26,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2270,115254/26,121/26,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2271,115255/26,121/26,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2272,115256/26,121/26,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2273,115257/26,121/26,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2274,115258/26,121/26,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T10,,Jnane Zenata 2275,115259/26,121/26,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T10,,Jnane Zenata 2276,115260/26,121/26,Commercial,J,F1,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2277,115261/26,121/26,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2283,115267/26,121/26,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2285,115269/26,121/26,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2286,115270/26,121/26,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2292,115276/26,121/26,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2293,115277/26,121/26,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2294,115278/26,121/26,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2295,115279/26,121/26,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T10,,Jnane Zenata 2299,115283/26,121/26,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T10,,Jnane Zenata 2300,115284/26,121/26,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2303,115287/26,121/26,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2377,109118,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2378,109119,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2379,109120,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2380,109121,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2381,109122,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T10,T10-2,Jnane Zenata 2382,109123,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T10,T10-2,Jnane Zenata 2383,109124,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T10,,Jnane Zenata 2384,109125,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T10,,Jnane Zenata 2385,109126,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T10,,Jnane Zenata 2386,109127,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T10,,Jnane Zenata 2387,109128,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T10,,Jnane Zenata 2388,109129,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T10,,Jnane Zenata 2389,109130,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-1,Jnane Zenata 2390,109131,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-1,Jnane Zenata 2391,109132,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-1,Jnane Zenata 2392,109133,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-1,Jnane Zenata 2393,109134,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,,Jnane Zenata 2394,109135,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2396,109137,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2397,109138,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2398,109139,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2399,109140,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2400,109141,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2401,109142,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2402,109143,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2403,109144,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2404,109145,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2405,109146,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2406,109147,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2407,109148,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2408,109149,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2409,109150,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2410,109151,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2411,109152,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2412,109153,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T10,T10-2,Jnane Zenata 2413,109154,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,,Jnane Zenata 2414,109155,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,,Jnane Zenata 2415,109156,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T10,T10-2,Jnane Zenata 2416,109157,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T10,T10-2,Jnane Zenata 2417,109158,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 2419,109160,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-2,Jnane Zenata 2420,109161,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,T9-2,Jnane Zenata 2421,109162,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-2,Jnane Zenata 2422,109163,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,T9-2,Jnane Zenata 2423,109164,,Residentiel,4, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2424,109165,,Residentiel,6, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2425,109166,,Residentiel,13, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-2,Jnane Zenata 2426,109167,,Residentiel,14, -,1 FACADE,Avec cour droite,vise,N
T9,T9-2,Jnane Zenata 2427,109168,,Residentiel,13, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-2,Jnane Zenata 2428,109169,,Residentiel,14, -,1 FACADE,Avec cour droite,vise,N
T9,T9-2,Jnane Zenata 2429,109170,,Residentiel,13, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-2,Jnane Zenata 2430,109171,,Residentiel,14, -,1 FACADE,Avec cour droite,vise,N
T9,T9-2,Jnane Zenata 2431,109172,,Commercial,5, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2432,109173,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2433,109174,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-2,Jnane Zenata 2434,109175,,Commercial,12, -,1 FACADE,Avec cour droite,vise,PR
T9,T9-2,Jnane Zenata 2435,109176,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-2,Jnane Zenata 2436,109177,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-2,Jnane Zenata 2437,109178,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-2,Jnane Zenata 2438,109179,,Commercial,12, -,1 FACADE,Avec cour droite,vise,PR
T9,T9-2,Jnane Zenata 2439,109180,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2584,109181,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T9,T9-2,Jnane Zenata 2585,109182,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2586,109183,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2587,109184,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2588,109185,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2589,109186,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2590,109187,,Commercial,11, -,1 FACADE,Avec cour gauche,vise,PR
T9,T9-1,Jnane Zenata 2591,109188,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T9,T9-1,Jnane Zenata 2593,109190,,Residentiel,13, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-1,Jnane Zenata 2594,109191,,Residentiel,14, -,1 FACADE,Avec cour droite,vise,N
T9,T9-1,Jnane Zenata 2595,109192,,Residentiel,13, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-1,Jnane Zenata 2596,109193,,Residentiel,14, -,1 FACADE,Avec cour droite,vise,N
T9,,Jnane Zenata 2599,109196,,Commercial,5, -,2 FACADES,SANS,vise,PR+
T9,,Jnane Zenata 2601,109198,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,,Jnane Zenata 2602,109199,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,,Jnane Zenata 2603,109200,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,,Jnane Zenata 2604,109201,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,,Jnane Zenata 2605,109202,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,,Jnane Zenata 2606,109203,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,T9-1,Jnane Zenata 2607,109204,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,T9-1,Jnane Zenata 2609,109206,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T9,,Jnane Zenata 2610,109207,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T9,,Jnane Zenata 2611,109208,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T9,,Jnane Zenata 2612,109209,,Commercial,3, -,2 FACADES,SANS,vise,PR+
